uid,iid,y,gender,age
599,488,1.0,1,6
599,298,1.0,1,6
599,329,1.0,1,6
599,980,1.0,1,6
599,981,1.0,1,6
599,982,1.0,1,6
599,983,1.0,1,6
599,984,1.0,1,6
1337,120,1.0,2,7
1337,181,1.0,2,7
1337,1020,1.0,2,7
1337,540,1.0,2,7
1337,270,1.0,2,7
1337,340,1.0,2,7
1337,148,1.0,2,7
1164,129,1.0,1,7
1164,95,1.0,1,7
1164,758,1.0,1,7
1164,361,1.0,1,7
1164,148,1.0,1,7
1164,1021,1.0,1,7
1164,127,1.0,1,7
1164,1022,1.0,1,7
1164,616,1.0,1,7
1164,91,1.0,1,7
1164,164,1.0,1,7
1164,85,1.0,1,7
1164,1023,1.0,1,7
1164,1024,1.0,1,7
1164,145,1.0,1,7
1164,490,1.0,1,7
1164,702,1.0,1,7
1164,1,1.0,1,7
674,127,1.0,2,6
674,178,1.0,2,6
674,195,1.0,2,6
674,534,1.0,2,6
674,631,1.0,2,6
674,1033,1.0,2,6
674,811,1.0,2,6
1477,562,1.0,2,5
1477,1043,1.0,2,5
1477,195,1.0,2,5
1477,302,1.0,2,5
1477,773,1.0,2,5
1477,848,1.0,2,5
1477,72,1.0,2,5
1477,305,1.0,2,5
1477,697,1.0,2,5
1477,1044,1.0,2,5
1477,19,1.0,2,5
1477,678,1.0,2,5
1477,996,1.0,2,5
1477,1045,1.0,2,5
1477,523,1.0,2,5
1477,871,1.0,2,5
1477,857,1.0,2,5
1477,1046,1.0,2,5
1477,63,1.0,2,5
603,336,1.0,2,5
603,124,1.0,2,5
603,300,1.0,2,5
603,157,1.0,2,5
603,390,1.0,2,5
603,203,1.0,2,5
1427,605,1.0,1,5
1427,254,1.0,1,5
1427,364,1.0,1,5
1427,181,1.0,1,5
1427,110,1.0,1,5
1427,7,1.0,1,5
1427,277,1.0,1,5
1427,255,1.0,1,5
1427,73,1.0,1,5
1427,192,1.0,1,5
1427,43,1.0,1,5
1427,106,1.0,1,5
1427,82,1.0,1,5
1427,335,1.0,1,5
1018,582,1.0,1,5
1018,214,1.0,1,5
1018,181,1.0,1,5
1018,87,1.0,1,5
1018,508,1.0,1,5
1018,548,1.0,1,5
1018,437,1.0,1,5
1018,157,1.0,1,5
1018,776,1.0,1,5
1018,114,1.0,1,5
1018,1075,1.0,1,5
1018,305,1.0,1,5
1018,128,1.0,1,5
1099,46,1.0,1,7
1099,20,1.0,1,7
1099,279,1.0,1,7
1099,1079,1.0,1,7
1099,1080,1.0,1,7
1099,340,1.0,1,7
1099,432,1.0,1,7
1099,480,1.0,1,7
1099,130,1.0,1,7
1099,481,1.0,1,7
1099,78,1.0,1,7
1099,36,1.0,1,7
1099,131,1.0,1,7
1099,675,1.0,1,7
1099,3,1.0,1,7
1099,260,1.0,1,7
1099,129,1.0,1,7
1099,1081,1.0,1,7
1099,21,1.0,1,7
1099,12,1.0,1,7
1099,619,1.0,1,7
1099,15,1.0,1,7
1099,97,1.0,1,7
1099,1082,1.0,1,7
1099,398,1.0,1,7
1099,21,1.0,1,7
1099,800,1.0,1,7
1099,1083,1.0,1,7
1099,1084,1.0,1,7
1099,545,1.0,1,7
1099,170,1.0,1,7
1099,1085,1.0,1,7
1099,21,1.0,1,7
1099,221,1.0,1,7
1099,71,1.0,1,7
1099,277,1.0,1,7
1099,192,1.0,1,7
1099,1086,1.0,1,7
1099,617,1.0,1,7
1099,1087,1.0,1,7
1099,1088,1.0,1,7
1099,155,1.0,1,7
1099,69,1.0,1,7
1099,1089,1.0,1,7
1099,610,1.0,1,7
1099,306,1.0,1,7
1099,863,1.0,1,7
1099,1090,1.0,1,7
1099,144,1.0,1,7
1099,1091,1.0,1,7
1099,614,1.0,1,7
1099,802,1.0,1,7
1099,76,1.0,1,7
1099,91,1.0,1,7
1099,803,1.0,1,7
1099,1092,1.0,1,7
1099,65,1.0,1,7
1099,404,1.0,1,7
1099,553,1.0,1,7
1099,616,1.0,1,7
1099,1093,1.0,1,7
1099,55,1.0,1,7
1099,235,1.0,1,7
1099,353,1.0,1,7
1099,468,1.0,1,7
1099,868,1.0,1,7
1099,108,1.0,1,7
1099,73,1.0,1,7
1099,550,1.0,1,7
1099,1094,1.0,1,7
1101,286,1.0,1,5
1101,521,1.0,1,5
1101,212,1.0,1,5
1101,17,1.0,1,5
1101,165,1.0,1,5
1101,526,1.0,1,5
1101,636,1.0,1,5
1101,21,1.0,1,5
1101,361,1.0,1,5
1101,21,1.0,1,5
1101,108,1.0,1,5
2014,291,1.0,2,5
2014,187,1.0,2,5
2014,902,1.0,2,5
2014,1106,1.0,2,5
2014,1,1.0,2,5
2014,173,1.0,2,5
2014,1107,1.0,2,5
2014,273,1.0,2,5
2014,680,1.0,2,5
2014,1108,1.0,2,5
2014,1109,1.0,2,5
2014,326,1.0,2,5
2014,1076,1.0,2,5
2014,1110,1.0,2,5
2014,659,1.0,2,5
2014,193,1.0,2,5
2014,623,1.0,2,5
2014,1111,1.0,2,5
2014,813,1.0,2,5
2014,432,1.0,2,5
2014,148,1.0,2,5
2014,7,1.0,2,5
2014,1112,1.0,2,5
2014,1113,1.0,2,5
2014,31,1.0,2,5
2014,12,1.0,2,5
2014,1114,1.0,2,5
2014,554,1.0,2,5
2014,604,1.0,2,5
2014,1115,1.0,2,5
2014,621,1.0,2,5
2014,429,1.0,2,5
2014,411,1.0,2,5
2014,514,1.0,2,5
2014,574,1.0,2,5
2014,288,1.0,2,5
2014,233,1.0,2,5
2014,1116,1.0,2,5
2014,428,1.0,2,5
2014,1117,1.0,2,5
2014,531,1.0,2,5
2014,700,1.0,2,5
2014,1009,1.0,2,5
2014,877,1.0,2,5
2014,468,1.0,2,5
2014,648,1.0,2,5
2014,656,1.0,2,5
2014,643,1.0,2,5
2014,1118,1.0,2,5
2014,156,1.0,2,5
2014,402,1.0,2,5
2014,1119,1.0,2,5
2014,1120,1.0,2,5
2014,518,1.0,2,5
2014,306,1.0,2,5
2014,568,1.0,2,5
2014,1121,1.0,2,5
2014,855,1.0,2,5
2014,670,1.0,2,5
2014,128,1.0,2,5
2014,117,1.0,2,5
2014,755,1.0,2,5
2014,1122,1.0,2,5
2014,1123,1.0,2,5
394,1130,1.0,1,7
394,339,1.0,1,7
394,481,1.0,1,7
394,1131,1.0,1,7
394,185,1.0,1,7
1549,514,1.0,1,1
1549,425,1.0,1,1
1549,689,1.0,1,1
1549,56,1.0,1,1
1549,278,1.0,1,1
1549,294,1.0,1,1
1549,62,1.0,1,1
1549,229,1.0,1,1
1549,841,1.0,1,1
1549,245,1.0,1,1
1549,118,1.0,1,1
1549,164,1.0,1,1
1055,110,1.0,1,7
1055,507,1.0,1,7
1055,238,1.0,1,7
1055,14,1.0,1,7
1055,107,1.0,1,7
1055,7,1.0,1,7
1055,194,1.0,1,7
1055,867,1.0,1,7
1055,368,1.0,1,7
1055,95,1.0,1,7
1055,1099,1.0,1,7
1055,129,1.0,1,7
364,357,1.0,1,6
364,358,1.0,1,6
364,508,1.0,1,6
364,14,1.0,1,6
364,333,1.0,1,6
364,881,1.0,1,6
364,165,1.0,1,6
364,398,1.0,1,6
1383,1177,1.0,1,6
1383,1164,1.0,1,6
1383,480,1.0,1,6
1383,1178,1.0,1,6
1383,139,1.0,1,6
1383,376,1.0,1,6
1383,340,1.0,1,6
1383,1130,1.0,1,6
1383,260,1.0,1,6
1383,386,1.0,1,6
1383,998,1.0,1,6
1383,236,1.0,1,6
1383,433,1.0,1,6
1383,221,1.0,1,6
1383,1179,1.0,1,6
1383,1180,1.0,1,6
1383,1181,1.0,1,6
1383,73,1.0,1,6
1383,85,1.0,1,6
1383,1182,1.0,1,6
1383,156,1.0,1,6
1383,253,1.0,1,6
1383,1183,1.0,1,6
1383,559,1.0,1,6
1383,257,1.0,1,6
1383,1145,1.0,1,6
1383,109,1.0,1,6
1383,230,1.0,1,6
1383,201,1.0,1,6
1383,82,1.0,1,6
1383,52,1.0,1,6
1383,34,1.0,1,6
1383,141,1.0,1,6
1383,1092,1.0,1,6
1383,567,1.0,1,6
1383,256,1.0,1,6
1383,106,1.0,1,6
1383,1184,1.0,1,6
1383,21,1.0,1,6
1383,416,1.0,1,6
1383,147,1.0,1,6
1383,108,1.0,1,6
1383,45,1.0,1,6
1383,833,1.0,1,6
1383,21,1.0,1,6
1383,292,1.0,1,6
1383,639,1.0,1,6
1231,282,1.0,1,6
1231,849,1.0,1,6
1231,129,1.0,1,6
1231,425,1.0,1,6
1231,860,1.0,1,6
1231,307,1.0,1,6
1231,522,1.0,1,6
1231,496,1.0,1,6
1231,112,1.0,1,6
1231,223,1.0,1,6
1231,235,1.0,1,6
1231,1124,1.0,1,6
1231,794,1.0,1,6
1231,445,1.0,1,6
1231,249,1.0,1,6
1231,1195,1.0,1,6
1231,34,1.0,1,6
1231,1196,1.0,1,6
1231,63,1.0,1,6
1231,668,1.0,1,6
1231,283,1.0,1,6
1231,149,1.0,1,6
1231,363,1.0,1,6
1231,1197,1.0,1,6
1231,1198,1.0,1,6
1231,2,1.0,1,6
1231,1199,1.0,1,6
1231,381,1.0,1,6
1231,991,1.0,1,6
1231,12,1.0,1,6
1231,454,1.0,1,6
1231,298,1.0,1,6
1231,689,1.0,1,6
1231,176,1.0,1,6
1231,398,1.0,1,6
1231,83,1.0,1,6
1231,477,1.0,1,6
1231,77,1.0,1,6
1231,313,1.0,1,6
1231,612,1.0,1,6
1231,312,1.0,1,6
1231,206,1.0,1,6
1231,644,1.0,1,6
1231,1200,1.0,1,6
1231,51,1.0,1,6
1231,285,1.0,1,6
1231,865,1.0,1,6
1231,432,1.0,1,6
1231,1201,1.0,1,6
1231,1202,1.0,1,6
1231,1081,1.0,1,6
1231,1136,1.0,1,6
1231,782,1.0,1,6
1231,133,1.0,1,6
1231,1050,1.0,1,6
1231,619,1.0,1,6
1231,1129,1.0,1,6
1231,499,1.0,1,6
1231,15,1.0,1,6
1231,294,1.0,1,6
1231,1203,1.0,1,6
1231,11,1.0,1,6
1231,881,1.0,1,6
1231,433,1.0,1,6
1231,21,1.0,1,6
1231,939,1.0,1,6
1231,1204,1.0,1,6
1231,68,1.0,1,6
1231,21,1.0,1,6
1231,254,1.0,1,6
1231,870,1.0,1,6
1231,440,1.0,1,6
1231,1205,1.0,1,6
1231,1206,1.0,1,6
1231,1207,1.0,1,6
1231,742,1.0,1,6
1231,1208,1.0,1,6
1231,128,1.0,1,6
1231,457,1.0,1,6
1231,1209,1.0,1,6
1231,1058,1.0,1,6
1231,696,1.0,1,6
1231,737,1.0,1,6
1231,537,1.0,1,6
1231,1210,1.0,1,6
1231,76,1.0,1,6
1231,196,1.0,1,6
1231,164,1.0,1,6
1231,518,1.0,1,6
1231,640,1.0,1,6
1231,1211,1.0,1,6
1231,960,1.0,1,6
1231,490,1.0,1,6
1231,1212,1.0,1,6
1231,259,1.0,1,6
1231,557,1.0,1,6
1231,255,1.0,1,6
1231,1213,1.0,1,6
1231,1214,1.0,1,6
1231,765,1.0,1,6
1231,820,1.0,1,6
1231,144,1.0,1,6
1439,148,1.0,1,7
1439,359,1.0,1,7
1439,357,1.0,1,7
1439,87,1.0,1,7
1439,361,1.0,1,7
1439,751,1.0,1,7
1439,206,1.0,1,7
1439,86,1.0,1,7
1439,857,1.0,1,7
1439,1011,1.0,1,7
1439,432,1.0,1,7
1439,151,1.0,1,7
1439,1216,1.0,1,7
1439,332,1.0,1,7
1439,1024,1.0,1,7
1439,316,1.0,1,7
1439,88,1.0,1,7
1329,97,1.0,1,3
1329,532,1.0,1,3
1329,366,1.0,1,3
1329,425,1.0,1,3
1329,214,1.0,1,3
1706,474,1.0,1,7
1706,1262,1.0,1,7
1706,618,1.0,1,7
1706,849,1.0,1,7
1706,864,1.0,1,7
1706,1263,1.0,1,7
1706,689,1.0,1,7
1706,254,1.0,1,7
1706,396,1.0,1,7
1706,153,1.0,1,7
1706,303,1.0,1,7
1706,1264,1.0,1,7
1706,18,1.0,1,7
1706,137,1.0,1,7
1706,131,1.0,1,7
1706,1265,1.0,1,7
1706,1039,1.0,1,7
1706,73,1.0,1,7
1706,164,1.0,1,7
1706,46,1.0,1,7
1706,293,1.0,1,7
1706,409,1.0,1,7
1706,256,1.0,1,7
1706,231,1.0,1,7
1706,1022,1.0,1,7
1706,235,1.0,1,7
1706,457,1.0,1,7
1706,43,1.0,1,7
1706,52,1.0,1,7
90,799,1.0,1,7
90,587,1.0,1,7
90,110,1.0,1,7
90,671,1.0,1,7
90,220,1.0,1,7
90,343,1.0,1,7
90,71,1.0,1,7
90,148,1.0,1,7
90,169,1.0,1,7
90,667,1.0,1,7
90,138,1.0,1,7
90,360,1.0,1,7
90,341,1.0,1,7
90,95,1.0,1,7
90,538,1.0,1,7
90,339,1.0,1,7
90,1,1.0,1,7
90,340,1.0,1,7
90,689,1.0,1,7
90,11,1.0,1,7
90,549,1.0,1,7
90,14,1.0,1,7
90,312,1.0,1,7
90,126,1.0,1,7
90,150,1.0,1,7
90,347,1.0,1,7
90,546,1.0,1,7
90,221,1.0,1,7
90,137,1.0,1,7
90,143,1.0,1,7
90,235,1.0,1,7
90,52,1.0,1,7
90,107,1.0,1,7
90,82,1.0,1,7
90,106,1.0,1,7
90,43,1.0,1,7
90,73,1.0,1,7
90,164,1.0,1,7
594,634,1.0,2,1
594,2,1.0,2,1
594,148,1.0,2,1
594,87,1.0,2,1
594,359,1.0,2,1
594,166,1.0,2,1
399,140,1.0,1,6
399,182,1.0,1,6
399,254,1.0,1,6
399,220,1.0,1,6
399,25,1.0,1,6
399,1087,1.0,1,6
399,343,1.0,1,6
399,71,1.0,1,6
399,623,1.0,1,6
399,169,1.0,1,6
399,214,1.0,1,6
399,14,1.0,1,6
1240,1281,1.0,1,5
1240,670,1.0,1,5
1240,1282,1.0,1,5
1240,547,1.0,1,5
1240,212,1.0,1,5
1240,187,1.0,1,5
1240,359,1.0,1,5
1240,291,1.0,1,5
1240,881,1.0,1,5
1240,305,1.0,1,5
1240,1087,1.0,1,5
1875,182,1.0,1,7
1875,1157,1.0,1,7
1875,78,1.0,1,7
1875,150,1.0,1,7
1875,270,1.0,1,7
1875,19,1.0,1,7
1875,226,1.0,1,7
1875,173,1.0,1,7
1875,283,1.0,1,7
2058,1312,1.0,1,1
2058,507,1.0,1,1
2058,1313,1.0,1,1
2058,185,1.0,1,1
2058,178,1.0,1,1
2004,322,1.0,1,6
2004,86,1.0,1,6
2004,153,1.0,1,6
2004,1195,1.0,1,6
2004,521,1.0,1,6
2004,237,1.0,1,6
2004,296,1.0,1,6
2004,200,1.0,1,6
2004,110,1.0,1,6
2004,1277,1.0,1,6
2004,609,1.0,1,6
2004,88,1.0,1,6
2004,366,1.0,1,6
2004,398,1.0,1,6
2004,636,1.0,1,6
2004,91,1.0,1,6
2004,1228,1.0,1,6
2004,1323,1.0,1,6
2004,73,1.0,1,6
2004,494,1.0,1,6
2004,1324,1.0,1,6
2004,550,1.0,1,6
2004,145,1.0,1,6
